Name,Rarity,Category,Subcategory,Level,Price,Bulk
Handwraps of Mighty Blows (+1 Striking),Common,Worn Items,Other Worn Items,4,100 gp,
Lawbringer's Lasso,Uncommon,Held Items,,4,100 gp,1
Magic Weapon (+1 Striking),Common,Weapons,Basic Magic Weapons,4,100 gp,
Marvelous Calliope,Uncommon,Structures,,4,100 gp,L when not activated
Mask of Mercy,Uncommon,Worn Items,Other Worn Items,4,100 gp,
Memory Guitar,Common,Held Items,,4,100 gp,L
Occult Scroll Case of Simplicity,Uncommon,Held Items,,4,100 gp,
Pickpocket's Tailoring,Uncommon,Adventuring Gear,,4,100 gp,
Primal Scroll Case of Simplicity,Uncommon,Held Items,,4,100 gp,
Shining Wayfinder,Uncommon,Worn Items,Other Worn Items,4,100 gp,
Sleeves of Storage,Common,Worn Items,Other Worn Items,4,100 gp,L
Sturdy Shield (Minor),Common,Shields,Specific Shields,4,100 gp,1
Vengeful Arm,Uncommon,Tattoos,,4,100 gp,
Wand of Widening (1st-Level Spell),Common,Wands,Specialty Wands,4,100 gp,L
Warcaller's Chime of Destruction,Uncommon,Held Items,,4,100 gp,L
Gyroscopic Stabilizer,Uncommon,Customizations,,4,115 gp,L
Hwacha,Uncommon,Siege Weapons,,4,180 gp,
Hillcross Glider,Rare,Vehicles,,4,200 gp,
Steam Trolley,Rare,Vehicles,,4,250 gp,
Firework Pogo,Uncommon,Vehicles,,4,300 gp,
Siege Tower,Uncommon,Vehicles,,4,300 gp,
Bag of Weasels,Rare,Cursed Items,,4,,1
Diluted Hype,Uncommon,Alchemical Items,Drugs,5,20 gp,L
Fu Water,Common,Consumables,Potions,5,21 gp,
Fungal Walk Musk,Common,Alchemical Items,Alchemical Tools,5,21 gp,L
Gadget Skates,Uncommon,Consumables,Gadgets,5,21 gp,L
Potion of Leaping,Common,Consumables,Potions,5,21 gp,L
Universal Solvent (Moderate),Common,Alchemical Items,Alchemical Tools,5,21 gp,L
Eroding Bullet,Uncommon,Alchemical Items,Alchemical Ammunition,5,22 gp,
Rhino Shot,Uncommon,Consumables,Magical Ammunition,5,22 gp,
Sampling Ammunition,Common,Consumables,Magical Ammunition,5,22 gp,
Sea Touch Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,5,22 gp,L
Sneaky Key,Common,Consumables,Talismans,5,22 gp,
Stone Body Mutagen (Lesser),Uncommon,Alchemical Items,Alchemical Elixirs,5,22 gp,L
Shark Tooth Charm,Common,Consumables,Talismans,5,23 gp,
Tin Cobra,Uncommon,Snares,,5,23 gp,
Goblin-Eye Orb,Common,Consumables,Talismans,5,24 gp,
Ichthyosis Mutagen,Rare,Alchemical Items,Alchemical Elixirs,5,24 gp,L
Alkenstar Ice Wine,Uncommon,Alchemical Items,Drugs,5,25 gp,L
Apotropaic Fulu,Common,Consumables,Fulu,5,25 gp,
Cheetah's Elixir (Moderate),Common,Alchemical Items,Alchemical Elixirs,5,25 gp,L
Cryomister (Moderate),Uncommon,Consumables,Gadgets,5,25 gp,L
Dagger of Eternal Sleep,Uncommon,Consumables,Other Consumables,5,25 gp,L
Dragon's Blood Pudding (Moderate),Uncommon,Alchemical Items,Alchemical Tools,5,25 gp,L
Elven Absinthe,Common,Alchemical Items,Drugs,5,25 gp,L
Exploding Shield,Common,Shields,Specific Shields,5,25 gp,1
Eye of Enlightenment,Common,Consumables,Talismans,5,25 gp,
False Death,Uncommon,Alchemical Items,Alchemical Poisons,5,25 gp,L
Firestarter Pellets,Common,Consumables,Spell Catalysts,5,25 gp,L
Flame Drake Snare,Uncommon,Snares,,5,25 gp,
Freezing Ammunition,Common,Consumables,Magical Ammunition,5,25 gp,
Fulu of the Drunken Monkey,Common,Consumables,Fulu,5,25 gp,
Fulu of the Stoic Ox,Common,Consumables,Fulu,5,25 gp,
Gecko Pads,Uncommon,Consumables,Gadgets,5,25 gp,L
Golden Branding Iron,Uncommon,Consumables,Talismans,5,25 gp,
Healer's Gel (Lesser),Common,Consumables,Spell Catalysts,5,25 gp,L
Hunting Spider Venom,Common,Alchemical Items,Alchemical Poisons,5,25 gp,L
Life Salt,Common,Consumables,Other Consumables,5,25 gp,L
Oil of Revelation,Common,Consumables,Oils,5,25 gp,L
Pummeling Snare,Uncommon,Snares,,5,25 gp,
Reducer Round,Uncommon,Consumables,Magical Ammunition,5,25 gp,
Replacement Filter (Level 5),Uncommon,Adventuring Gear,,5,25 gp,
Salve of Slipperiness,Common,Consumables,Oils,5,25 gp,L
Shimmering Dust,Common,Consumables,Spell Catalysts,5,25 gp,L
Sixfingers Elixir (Lesser),Uncommon,Alchemical Items,Alchemical Elixirs,5,25 gp,L
Sky Serpent Bolt,Uncommon,Consumables,Magical Ammunition,5,25 gp,
Thunderbird Tuft (Moderate),Common,Consumables,Spell Catalysts,5,25 gp,L
Tracking Fulu,Common,Consumables,Fulu,5,25 gp,
Wet Shock Snare,Uncommon,Snares,,5,25 gp,
Beckoning Cat Amulet,Uncommon,Consumables,Talismans,5,26 gp,
Eagle-Eye Elixir (Moderate),Common,Alchemical Items,Alchemical Elixirs,5,27 gp,L
Golden Chrysalis,Common,Consumables,Magical Ammunition,5,27 gp,
Rhino Hide Brooch,Uncommon,Consumables,Talismans,5,28 gp,
3rd-Level Scroll,Common,Consumables,Scrolls,5,30 gp,L
Alchemist's Damper,Uncommon,Consumables,Talismans,5,30 gp,
Cytillesh,Uncommon,Alchemical Items,Drugs,5,30 gp,L
Dupe's Gold Nugget,Uncommon,Consumables,Talismans,5,30 gp,
Electromuscular Stimulator,Rare,Consumables,Gadgets,5,30 gp,1
Elixir of Life (Lesser),Common,Alchemical Items,Alchemical Elixirs,5,30 gp,L
Emerald Grasshopper,Common,Consumables,Talismans,5,30 gp,
Grease Snare,Rare,Snares,,5,30 gp,
Green Wyrmling Breath Potion,Common,Consumables,Potions,5,30 gp,L
Mad Mammoth's Juke,Rare,Consumables,Talismans,5,30 gp,
Malleable Clay,Uncommon,Consumables,Talismans,5,30 gp,
Necrobinding Serum,Rare,Consumables,Other Consumables,5,30 gp,L
Oily Button,Uncommon,Consumables,Talismans,5,30 gp,
Potion of Disguise (Lesser),Uncommon,Consumables,Potions,5,30 gp,L
Spellstrike Ammunition (Type II),Common,Consumables,Magical Ammunition,5,30 gp,
Tiger Menuki,Common,Consumables,Talismans,5,30 gp,
Tlil Mask,Uncommon,Worn Items,Other Worn Items,5,30 gp,L
Unsullied Blood (Lesser),Uncommon,Consumables,Spell Catalysts,5,30 gp,L
Wine of the Blood,Rare,Consumables,Potions,5,30 gp,L
Blindpepper Bomb,Uncommon,Alchemical Items,Alchemical Bombs,5,40 gp,L
Necklace of Fireballs I,Common,Worn Items,Other Worn Items,5,44 gp,
Slick,Common,Runes,Armor Property Runes,5,45 gp,
Knight's Maintenance Kit,Uncommon,Adventuring Gear,,5,50 gp,1
War Saddle,Uncommon,Adventuring Gear,,5,50 gp,1
Shadow,Common,Runes,Armor Property Runes,5,55 gp,
Recording Rod (Reusable),Uncommon,Consumables,Other Consumables,5,60 gp,1
False Witness (Ordinary),Uncommon,Services,Secret Society Membership Services,5,75 gp,
Floorbell,Uncommon,Held Items,,5,120 gp,1
Large Bore Modifications,Uncommon,Customizations,Firing Mechanisms,5,120 gp,1
Book of Translation (Advanced),Uncommon,Adventuring Gear,,5,125 gp,L
Chaos Collar,Common,Worn Items,Companion Items,5,125 gp,L
Diplomat's Badge,Common,Worn Items,Other Worn Items,5,125 gp,
Magnifying Glass of Elucidation,Uncommon,Held Items,,5,125 gp,
Nightbreeze Machine,Uncommon,Adventuring Gear,,5,125 gp,4
Rope of Climbing (Moderate),Common,Held Items,,5,125 gp,L
Skeleton Key,Common,Held Items,,5,125 gp,
Wondrous Figurine (Stuffed Fox),Uncommon,Held Items,,5,125 gp,L
Aeon Stone (Agate Ellipsoid),Uncommon,Worn Items,Other Worn Items,5,130 gp,
Silent Heart,Uncommon,Tattoos,,5,130 gp,
Spectacles of Understanding,Uncommon,Worn Items,Other Worn Items,5,130 gp,
Stanching,Uncommon,Runes,Armor Property Runes,5,130 gp,
Waverider Barding,Uncommon,Worn Items,Companion Items,5,130 gp,L
Pocket Stage,Common,Structures,,5,138 gp,L
Cold Iron Armor (Low-Grade),Common,Armor,Precious Material Armor,5,140 gp (+14 gp per Bulk),
Cunning,Uncommon,Runes,Weapon Property Runes,5,140 gp,
Glamered,Common,Runes,Armor Property Runes,5,140 gp,
Hooked,Rare,Runes,Weapon Property Runes,5,140 gp,
Silver Armor (Low-Grade),Common,Armor,Precious Material Armor,5,140 gp (+14 gp per Bulk),
Sisterstone Armor (Low-Grade),Rare,Armor,Precious Material Armor,5,140 gp (plus 14 gp per Bulk),
Warding Tattoo,Common,Tattoos,,5,140 gp,
Wondrous Figurine (Candy Constrictor),Uncommon,Held Items,,5,140 gp,L
Boots of Elvenkind,Common,Worn Items,Other Worn Items,5,145 gp,L
Auspicious Scepter,Common,Weapons,Specific Magic Weapons,5,150 gp,1
Cinderclaw Gauntlet,Uncommon,Weapons,Specific Magic Weapons,5,150 gp,L
Conundrum Spectacles,Uncommon,Worn Items,Other Worn Items,5,150 gp,
Corpseward Pendant,Uncommon,Worn Items,Other Worn Items,5,150 gp,
Dagger of Venom,Common,Weapons,Specific Magic Weapons,5,150 gp,L
Disrupting,Common,Runes,Weapon Property Runes,5,150 gp,
Dog-Bone Knife,Uncommon,Weapons,Specific Magic Weapons,5,150 gp,1
Goggles of Night,Common,Worn Items,Other Worn Items,5,150 gp,
Grim Ring,Uncommon,Worn Items,Other Worn Items,5,150 gp,
Infiltrator's Accessory,Common,Weapons,Specific Magic Weapons,5,150 gp,1
Pacifying,Uncommon,Runes,Weapon Property Runes,5,150 gp,
Paired,Uncommon,Runes,Accessory Runes,5,150 gp,
Poisonous Dagger,Common,Weapons,Specific Magic Weapons,5,150 gp,L
Quick Runner's Shirt,Uncommon,Worn Items,Other Worn Items,5,150 gp,
Secret-Keeper's Mask (Gray Master),Rare,Worn Items,Other Worn Items,5,150 gp,
Shade Hat,Uncommon,Worn Items,Other Worn Items,5,150 gp,L
Spirit-Singer,Rare,Adventuring Gear,,5,150 gp,16
Sun Wheel,Rare,Worn Items,Other Worn Items,5,150 gp,
True Name Amulet (Lesser),Rare,Worn Items,Other Worn Items,5,150 gp,
Vanishing Wayfinder,Uncommon,Worn Items,Other Worn Items,5,150 gp,
Caterwaul Sling,Common,Weapons,Specific Magic Weapons,5,155 gp,L
Grasp of Droskar,Rare,Weapons,Specific Magic Weapons,5,155 gp,
Metuak's Pendant,Unique,Worn Items,Other Worn Items,5,155 gp,L
Armor Potency (+1),Common,Runes,Fundamental Armor Runes,5,160 gp,
Battering Ram,Uncommon,Siege Weapons,,5,160 gp,20
Bort's Blessing,Rare,Worn Items,Other Worn Items,5,160 gp,
Burr Shield,Common,Shields,Specific Shields,5,160 gp,L
Darkvision Scope,Common,Customizations,Scopes,5,160 gp,L
Fearsome,Common,Runes,Weapon Property Runes,5,160 gp,
Fleshgem (Combat),Uncommon,Worn Items,Other Worn Items,5,160 gp,
Folding Drums,Uncommon,Held Items,,5,160 gp,varies (see text)
Guiding Cajon Drum,Common,Held Items,,5,160 gp,2
Heartripper Blade,Rare,Weapons,Specific Magic Weapons,5,160 gp,L
Heated Cloak,Uncommon,Adventuring Gear,,5,160 gp,L
Holy Prayer Beads,Uncommon,Held Items,,5,160 gp,
Magic Armor (+1),Common,Armor,Basic Magic Armor,5,160 gp,
Magic Wand (2nd-Level Spell),Common,Wands,Magic Wands,5,160 gp,L
Merchant's Guile,Uncommon,Worn Items,Other Worn Items,5,160 gp,
Metronomic Hammer,Uncommon,Weapons,Specific Magic Weapons,5,160 gp,1
Ring of Minor Arcana,Uncommon,Worn Items,Other Worn Items,5,160 gp,
Ring of the Tiger,Uncommon,Worn Items,Other Worn Items,5,160 gp,
Ring of the Weary Traveler,Uncommon,Worn Items,Other Worn Items,5,160 gp,
Stalwart's Ring,Uncommon,Worn Items,Other Worn Items,5,160 gp,
Thunder Helm,Uncommon,Worn Items,Other Worn Items,5,160 gp,L
Wand of Caustic Effluence,Rare,Wands,Specialty Wands,5,160 gp,L
Wand of Continuation (1st-Level Spell),Common,Wands,Specialty Wands,5,160 gp,L
Wand of Manifold Missiles (1st-Level Spell),Common,Wands,Specialty Wands,5,160 gp,L
Warcaller's Chime of Resistance,Uncommon,Held Items,,5,160 gp,L
Warrior's Training Ring,Uncommon,Worn Items,Other Worn Items,5,160 gp,
Instructions for Lasting Agony,Common,Grimoires,,5,200 gp,L
Reaper's Lancet,Unique,Weapons,Specific Magic Weapons,5,200 gp,1
Bombard,Uncommon,Siege Weapons,,5,300 gp,
Ballista,Uncommon,Siege Weapons,,5,320 gp,
Armored Carriage,Uncommon,Vehicles,,5,400 gp,
Firefly,Uncommon,Vehicles,,5,450 gp,
Bathysphere,Uncommon,Vehicles,,5,480 gp,
Snowshoes of the Long Trek,Uncommon,Worn Items,Other Worn Items,5,550 gp,
Pact of Blood-Taking,Rare,Contracts,Infernal Contracts,5,,
Singing Sword,Rare,Intelligent Items,,5,,1
Addiction Suppressant (Moderate),Rare,Alchemical Items,Alchemical Elixirs,6,30 gp,L
Forgetful Ink,Uncommon,Alchemical Items,Alchemical Poisons,6,32 gp,L
Restful Sleep Fulu,Common,Consumables,Fulu,6,32 gp,
Antidote (Moderate),Common,Alchemical Items,Alchemical Elixirs,6,35 gp,L
Antiplague (Moderate),Common,Alchemical Items,Alchemical Elixirs,6,35 gp,L
Flare Beacon (Moderate),Uncommon,Consumables,Gadgets,6,35 gp,L
Peacemaker,Common,Consumables,Talismans,6,35 gp,
Oil of Weightlessness (Greater),Common,Consumables,Oils,6,36 gp,L
Winterstep Elixir (Lesser),Uncommon,Alchemical Items,Alchemical Elixirs,6,36 gp,L
Feather Token (Tree),Common,Consumables,Other Consumables,6,38 gp,
Barricade Stone (Sphere),Uncommon,Consumables,Other Consumables,6,40 gp,
Bloodhound Mask (Moderate),Common,Alchemical Items,Alchemical Tools,6,40 gp,L
Explosive Mine (Moderate),Uncommon,Consumables,Gadgets,6,40 gp,L
Fulus of Concealment,Common,Consumables,Fulu,6,40 gp,
Ghostbane Fulu,Common,Consumables,Fulu,6,40 gp,
Giant Scorpion Venom,Common,Alchemical Items,Alchemical Poisons,6,40 gp,L
Liquid Gold,Uncommon,Consumables,Talismans,6,40 gp,
Mirror-Ball Snare,Uncommon,Snares,,6,40 gp,
Nauseating Snare,Common,Snares,,6,40 gp,
Peachwood Talisman,Uncommon,Consumables,Talismans,6,40 gp,
Salve of Antiparalysis,Common,Consumables,Oils,6,40 gp,L
Shortbread Spy,Uncommon,Consumables,Other Consumables,6,40 gp,
Demon Dust,Uncommon,Alchemical Items,Drugs,6,45 gp,L
Extended Deteriorating Dust,Uncommon,Consumables,Other Consumables,6,45 gp,
Piercing Whistle Snare,Rare,Snares,,6,45 gp,
Potion of Resistance (Lesser),Common,Consumables,Potions,6,45 gp,L
Truth Potion,Uncommon,Consumables,Potions,6,46 gp,L
Binding Coil,Common,Consumables,Talismans,6,50 gp,
Black Powder (Keg),Uncommon,Alchemical Items,Alchemical Ammunition,6,50 gp,
Dispersing Bullet,Common,Consumables,Magical Ammunition,6,50 gp,
Dust of Appearance,Common,Consumables,Other Consumables,6,50 gp,
Feather Token (Balloon),Common,Consumables,Other Consumables,6,50 gp,
Golden Silencer (Standard),Uncommon,Consumables,Talismans,6,50 gp,L
Healing Potion (Moderate),Common,Consumables,Potions,6,50 gp,L
Iron Cube,Common,Consumables,Talismans,6,50 gp,
Oil of Unlife (Moderate),Common,Consumables,Oils,6,50 gp,L
Potion of Retaliation (Moderate),Common,Consumables,Potions,6,50 gp,L
Potion of Swimming,Common,Consumables,Potions,6,50 gp,L
Skeptic's Elixir (Moderate),Uncommon,Alchemical Items,Alchemical Elixirs,6,50 gp,L
Terrifying Ammunition,Common,Consumables,Magical Ammunition,6,50 gp,
Vaccine (Moderate),Rare,Alchemical Items,Alchemical Elixirs,6,50 gp,L
Mistform Elixir (Moderate),Common,Alchemical Items,Alchemical Elixirs,6,56 gp,L
Bi-Resonant Wayfinder,Uncommon,Worn Items,Other Worn Items,6,200 gp,
Chatterer of Follies,Uncommon,Weapons,Specific Magic Weapons,6,200 gp,1
Choker of Elocution,Common,Worn Items,Other Worn Items,6,200 gp,L
Chronicler Wayfinder,Uncommon,Worn Items,Other Worn Items,6,200 gp,
Clockwork Disguise,Uncommon,Adventuring Gear,,6,200 gp,2
Clockwork Diving Suit,Uncommon,Adventuring Gear,,6,200 gp,4
Deck of Illusions,Uncommon,Held Items,,6,200 gp,
Lady's Knife,Uncommon,Weapons,Specific Magic Weapons,6,200 gp,L
Light Writer,Rare,Held Items,,6,200 gp (3 gp for 10 metal plates),2
Misdirecting Haversack,Uncommon,Held Items,,6,200 gp,L
Pathfinder's Pouch,Uncommon,Worn Items,Other Worn Items,6,200 gp,L
Private Workshop,Uncommon,Structures,,6,200 gp,L when not activated
Ready,Common,Runes,Armor Property Runes,6,200 gp,
Spirit-Singer (Handheld),Rare,Adventuring Gear,,6,200 gp,1
Traveler's Any-Tool,Common,Held Items,,6,200 gp,1
Bestiary of Metamorphosis,Common,Grimoires,,6,210 gp,L
Herd Mask,Uncommon,Worn Items,Other Worn Items,6,210 gp,
Shifter Prosthesis,Common,Assistive Items,,6,210 gp,1
Society Portrait,Uncommon,Other,,6,210 gp,1
Sure-Step Crampons,Uncommon,Worn Items,Other Worn Items,6,210 gp,1
Codex of Unimpeded Sight,Common,Grimoires,,6,215 gp,L
Bellflower Toolbelt,Rare,Worn Items,Other Worn Items,6,220 gp,1
Ghoul Hide,Uncommon,Armor,Specific Magic Armor,6,220 gp,2
Ring of the Ram,Common,Worn Items,Other Worn Items,6,220 gp,
Warding Tattoo (Wave),Common,Tattoos,,6,220 gp,
Aeon Stone (Western Star),Uncommon,Worn Items,Other Worn Items,6,225 gp,
Demolishing,Rare,Runes,Weapon Property Runes,6,225 gp,
Dread (Lesser),Uncommon,Runes,Armor Property Runes,6,225 gp,
Hauling,Uncommon,Runes,Weapon Property Runes,6,225 gp,
Horned Hand Rests,Common,Worn Items,Companion Items,6,225 gp,1
Insistent Door Knocker,Common,Held Items,,6,225 gp,1
Shifting,Common,Runes,Weapon Property Runes,6,225 gp,
Spiritsight Ring,Uncommon,Worn Items,Other Worn Items,6,225 gp,
Verdant Staff,Common,Staves,,6,225 gp,1
Aeon Stone (Gold Nodule),Uncommon,Worn Items,Other Worn Items,6,230 gp,
Clandestine Cloak,Uncommon,Worn Items,Other Worn Items,6,230 gp,L
Endless Grimoire,Common,Grimoires,,6,230 gp,L
Horn of Fog,Common,Held Items,,6,230 gp,1
Primeval Mistletoe,Common,Held Items,,6,230 gp,
Ringmaster's Staff,Uncommon,Staves,,6,230 gp,1
Staff of Abjuration,Common,Staves,,6,230 gp,1
Staff of Conjuration,Common,Staves,,6,230 gp,1
Staff of Divination,Common,Staves,,6,230 gp,1
Staff of Enchantment,Common,Staves,,6,230 gp,1
Staff of Evocation,Common,Staves,,6,230 gp,1
Staff of Illusion,Common,Staves,,6,230 gp,1
Staff of Impossible Visions,Uncommon,Staves,,6,230 gp,1
Staff of Necromancy,Common,Staves,,6,230 gp,1
Staff of Providence,Common,Staves,,6,230 gp,1
Staff of Transmutation,Common,Staves,,6,230 gp,1
Staff of the Desert Winds,Common,Staves,,6,230 gp,1
Storyteller's Opus,Common,Grimoires,,6,230 gp,L
Vaultbreaker's Harness,Uncommon,Worn Items,Other Worn Items,6,230 gp,1
Acrobat's Staff,Uncommon,Weapons,Specific Magic Weapons,6,235 gp,2
Chime of Opening,Uncommon,Held Items,,6,235 gp,L
Midday Lantern (Lesser),Uncommon,Held Items,,6,235 gp,L
Twilight Lantern (Lesser),Uncommon,Held Items,,6,235 gp,L
Bloodletting Kukri,Uncommon,Weapons,Specific Magic Weapons,6,240 gp,L
Gingerbread House,Uncommon,Structures,,6,240 gp,L when not activated
Goz Mask (Greater),Uncommon,Worn Items,Other Worn Items,6,240 gp,
Iris of the Sky,Unique,Weapons,Specific Magic Weapons,6,240 gp,2
Lantern of Empty Light,Rare,Held Items,,6,240 gp,1
Staff of Final Rest,Uncommon,Staves,,6,240 gp,1
Stag's Helm,Rare,Worn Items,Other Worn Items,6,240 gp,
Lion's Shield,Common,Shields,Specific Shields,6,245 gp,1
Ring of Energy Resistance,Common,Worn Items,Other Worn Items,6,245 gp,
Blast Foot,Common,Assistive Items,,6,250 gp,1
Brain Cylinder,Rare,Intelligent Items,,6,250 gp,1
Clockwork Recorder,Rare,Adventuring Gear,,6,250 gp,L
Conflagration Club,Common,Weapons,Specific Magic Weapons,6,250 gp,2
Cooperative Blade,Unique,Weapons,Specific Magic Weapons,6,250 gp,1
Covered Battering Ram,Uncommon,Siege Weapons,,6,250 gp,20
Crown of the Companion,Uncommon,Worn Items,Other Worn Items,6,250 gp,L
Dragon's Breath (2nd-Level Spell),Uncommon,Runes,Accessory Runes,6,250 gp,
Energizing,Uncommon,Runes,Weapon Property Runes,6,250 gp,
Gluttonous Spear,Uncommon,Weapons,Specific Magic Weapons,6,250 gp,1
Hag Eye (Stoney),Rare,Worn Items,Other Worn Items,6,250 gp,
Lucky Kitchen Witch,Uncommon,Other,,6,250 gp,L
Sarkorian God-Caller Garb,Uncommon,Armor,Specific Magic Armor,6,250 gp,L
Secret-Keeper's Mask (Father Skinsaw),Rare,Worn Items,Other Worn Items,6,250 gp,
Singing Muse,Uncommon,Consumables,Talismans,6,250 gp,
Spellguard Shield,Common,Shields,Specific Shields,6,250 gp,1
Spider Gun,Uncommon,Weapons,Beast Guns,6,250 gp,2
Spike Launcher,Uncommon,Weapons,Beast Guns,6,250 gp,2
Staff of the Dreamlands,Uncommon,Staves,,6,250 gp,1
Twining Staff,Common,Weapons,Specific Magic Weapons,6,250 gp,to 2
Wand of Hopeless Night (2nd-Level Spell),Common,Wands,Specialty Wands,6,250 gp,L
Wand of Noisome Acid (2nd-Level Spell),Uncommon,Wands,Specialty Wands,6,250 gp,L
Wand of Teeming Ghosts (2nd-Level Spell),Uncommon,Wands,Specialty Wands,6,250 gp,L
Wand of Widening (2nd-Level Spell),Common,Wands,Specialty Wands,6,250 gp,L
Warcaller's Chime of Blasting,Uncommon,Held Items,,6,250 gp,L
Warding Tattoo (Trail),Common,Tattoos,,6,250 gp,
Clockwork Hopper,Uncommon,Vehicles,,6,750 gp,
Cutter,Common,Vehicles,,6,750 gp,
Sand Barge,Uncommon,Vehicles,,6,750 gp,
Cauldron of Flying,Rare,Vehicles,,6,1100 gp,
Arboreal's Revenge,Rare,Cursed Items,,6,,2
Cryolite Eye,Rare,Contracts,Bargained Contracts,6,,
Poisonous Cloak Type I,Rare,Cursed Items,,6,,L
Soul Chain,Rare,Weapons,Specific Magic Weapons,6,,1
Swirling Sand,Rare,Consumables,Spell Catalysts,7,52 gp,L
Smokestick (Greater),Common,Alchemical Items,Alchemical Tools,7,53 gp,L
Comprehension Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,7,54 gp,L
Feather Token (Anchor),Common,Consumables,Other Consumables,7,55 gp,
Giant Wasp Venom,Common,Alchemical Items,Alchemical Poisons,7,55 gp,L
Grim Trophy,Common,Consumables,Talismans,7,55 gp,
Isolation Draught,Uncommon,Alchemical Items,Alchemical Poisons,7,55 gp,L
Leaper's Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,7,55 gp,L
Malyass Root Paste,Common,Alchemical Items,Alchemical Poisons,7,55 gp,L
Persistent Lodestone,Common,Consumables,Talismans,7,55 gp,
Ration Tonic (Greater),Common,Consumables,Potions,7,55 gp,L
Skinstitch Salve,Common,Alchemical Items,Alchemical Tools,7,55 gp,L
Sovereign Glue,Common,Alchemical Items,Alchemical Tools,7,55 gp,L
Starshot Arrow (Lesser),Rare,Consumables,Magical Ammunition,7,55 gp,
Toadskin Salve (Greater),Uncommon,Alchemical Items,Alchemical Poisons,7,55 gp,L
Whisper Briolette,Uncommon,Consumables,Talismans,7,55 gp,
Addlebrain,Rare,Alchemical Items,Alchemical Poisons,7,58 gp,L
Big Rock Bullet,Uncommon,Consumables,Magical Ammunition,7,60 gp,
